filename,cell_number,center_of_mass_x,center_of_mass_y,mass,perimeter,spheroid_width,spheroid_height,spheroid_volume,spheroid_surface_area,mass,perimeter,mass/cell_mass,mass/perimeter,expectation_x,expectation_y,covariance_1,covariance_2,scatter_ratio
sample01-tr.png,47,254.353448,493.727011,348.000000,62.000000,23.324153,19.058580,4435.939411,1314.764083,71995.168610,62.000000,206.882668,1161.212397,254.376962,493.720257,5.751128,4.708998,0.060924
sample01-tr.png,48,133.941349,412.648094,341.000000,64.000000,21.749909,20.065042,4584.966896,1336.196169,64761.814399,64.000000,189.917344,1011.903350,133.658124,412.273321,5.260629,4.890676,0.058953
sample01-tr.png,49,373.675000,164.985294,680.000000,87.000000,30.091365,28.841021,13105.747137,2689.036845,123861.971813,87.000000,182.149959,1423.700825,374.322289,164.635632,7.312701,6.854336,0.057755
sample01-tr.png,50,356.551181,472.388451,381.000000,67.000000,22.832591,21.403418,5476.714475,1503.661346,76433.318697,67.000000,200.612385,1140.795801,356.675444,472.176569,5.659548,5.244310,0.060734
sample01-tr.png,51,436.648810,474.942857,840.000000,96.000000,33.691136,31.838369,17881.992172,3308.817377,152762.265565,96.000000,181.859840,1591.273600,437.274997,474.243795,8.225165,7.751372,0.059437
sample01-tr.png,52,40.789720,243.028037,214.000000,49.000000,17.919254,15.269936,2187.726158,818.594338,42858.641895,49.000000,200.274028,874.666161,40.690510,242.940139,4.340133,3.743013,0.059370
sample01-tr.png,53,475.453376,28.480707,622.000000,83.000000,30.284449,26.276440,10948.417329,2392.785587,124463.003422,83.000000,200.101292,1499.554258,475.454373,28.019051,7.431919,6.391553,0.059693
sample01-tr.png,54,203.597403,407.015584,385.000000,67.000000,23.529805,20.935283,5399.762330,1491.994460,73083.607127,67.000000,189.827551,1090.800106,203.365219,406.717154,5.760142,5.139261,0.060095
sample01-tr.png,55,398.537190,32.363636,242.000000,52.000000,18.553299,16.833189,2752.660106,951.418565,40843.833149,52.000000,168.776170,785.458330,398.699181,31.946903,4.566701,3.991573,0.058366
sample01-tr.png,56,489.700772,79.733591,518.000000,77.000000,27.935439,23.818341,8298.070576,1990.880466,87420.026185,77.000000,168.764529,1135.325015,489.929518,80.009510,6.555003,5.778389,0.056926
sample01-tr.png,57,126.957516,239.349673,306.000000,58.000000,23.130084,16.949202,3479.159410,1128.538803,61989.091333,58.000000,202.578730,1068.777437,126.721097,239.507307,5.553289,4.177881,0.059181
sample01-tr.png,58,181.649596,153.827493,371.000000,63.000000,21.961611,21.559460,5344.887597,1478.436928,73021.168053,63.000000,196.822555,1159.066160,181.782615,153.589986,5.476133,5.251895,0.060742
sample01-tr.png,59,428.800699,116.132867,572.000000,81.000000,29.927875,24.458730,9374.374599,2165.113393,106323.193171,81.000000,185.879708,1312.632014,428.769829,115.153369,7.159841,6.015395,0.058838
sample01-tr.png,60,363.217252,143.827476,313.000000,60.000000,20.923582,19.258484,4063.299896,1232.897740,58458.246922,60.000000,186.767562,974.304115,363.351549,144.670969,4.913157,4.594746,0.056023
sample01-tr.png,61,266.223320,289.632411,506.000000,75.000000,27.201809,23.746249,8031.310634,1945.662939,93523.120310,75.000000,184.828301,1246.974937,266.489766,289.610559,6.622901,5.684992,0.058289
sample01-tr.png,62,326.558025,95.883951,405.000000,67.000000,23.744682,21.849309,5935.269085,1587.223426,80146.116438,67.000000,197.891646,1196.210693,326.919502,95.554350,5.895817,5.176642,0.058829
sample01-tr.png,63,248.140379,274.537855,634.000000,87.000000,32.226350,25.679433,11127.064453,2431.620871,118344.370967,87.000000,186.663046,1360.280126,248.434310,274.062451,7.835879,6.306527,0.059715
sample01-tr.png,64,272.248748,32.000000,599.000000,81.000000,28.257826,27.033604,10812.976926,2365.545681,111043.649798,81.000000,185.381719,1370.909257,272.336951,31.210640,6.944304,6.522467,0.059292
sample01-tr.png,65,350.670382,97.299363,628.000000,84.000000,30.590515,26.295304,11074.951075,2412.316018,117938.913261,84.000000,187.800817,1404.034682,351.215350,96.702648,7.406695,6.435988,0.059262
sample01-tr.png,66,418.108827,278.135429,827.000000,93.000000,34.610263,30.505652,16864.137258,3189.073970,153385.724352,93.000000,185.472460,1649.308864,418.509786,277.325767,8.583488,7.397433,0.060139
sample01-tr.png,67,403.711183,305.780673,921.000000,102.000000,38.174177,30.757896,18909.564801,3459.976133,177090.204079,102.000000,192.280352,1736.178471,403.607724,305.609546,9.437444,7.596551,0.061058
sample01-tr.png,68,282.763804,307.248466,326.000000,61.000000,20.766713,20.064728,4377.568234,1294.385190,61088.827874,61.000000,187.389043,1001.456195,282.919561,307.075050,5.040403,4.946767,0.059839
sample01-tr.png,69,183.355372,381.272727,242.000000,53.000000,18.879215,16.344461,2640.728446,927.254810,50480.395607,53.000000,208.596676,952.460294,183.375477,381.292370,4.653527,3.914843,0.059039
sample01-tr.png,70,391.956757,187.106306,555.000000,79.000000,27.804685,25.445234,9426.044650,2160.903429,111160.746257,79.000000,200.289633,1407.098054,391.812462,186.911006,6.864797,6.218379,0.060337
sample01-tr.png,71,439.157343,389.251748,286.000000,56.000000,20.499920,17.997488,3476.758805,1113.133364,42162.030907,56.000000,147.419688,752.893409,438.773057,389.260062,5.052741,4.320939,0.059175
sample01-tr.png,72,417.666274,423.817217,848.000000,98.000000,34.710141,31.318554,17826.185241,3306.171668,151934.001944,98.000000,179.167455,1550.346959,418.178821,423.850903,8.505948,7.545440,0.059040
sample01-tr.png,73,278.214511,266.910095,634.000000,85.000000,32.179149,25.154718,10661.346990,2366.863776,116354.103267,85.000000,183.523822,1368.871803,278.187598,266.701730,7.638574,6.183366,0.058350
sample01-tr.png,74,327.641414,378.469697,396.000000,67.000000,25.010451,20.215038,5351.422691,1491.076857,81668.454384,67.000000,206.233471,1218.932155,327.607837,378.274572,6.152137,4.935921,0.060062
sample01-tr.png,75,174.771028,39.817757,214.000000,50.000000,16.863231,16.209478,2319.943786,847.726382,41171.340327,50.000000,192.389441,823.426807,174.693633,39.632523,4.052565,3.965943,0.058799
sample01-tr.png,76,353.746711,451.667763,304.000000,61.000000,21.118828,18.468819,3771.782666,1175.453162,51834.206353,61.000000,170.507258,849.741088,353.761681,451.442132,5.265995,4.470237,0.060353
sample01-tr.png,77,376.983838,318.202020,495.000000,73.000000,26.938446,23.464013,7765.613216,1902.710094,95921.283729,73.000000,193.780371,1313.990188,376.907254,317.846521,6.632495,5.741706,0.060248
sample01-tr.png,78,99.154440,35.158301,259.000000,53.000000,20.922569,15.841281,2749.123190,961.529308,54020.173732,53.000000,208.572099,1019.248561,99.023133,35.070426,5.180108,3.817017,0.059656
sample01-tr.png,79,374.912587,407.059441,286.000000,57.000000,21.292819,17.653324,3474.439784,1116.091069,45915.843063,57.000000,160.544906,805.541106,375.186731,406.958940,5.075416,4.306982,0.058155
sample01-tr.png,80,474.149144,133.709046,409.000000,72.000000,26.664910,19.968577,5567.150983,1540.631436,67287.200511,72.000000,164.516383,934.544452,474.245483,133.241935,6.606485,4.793077,0.059470
sample01-tr.png,81,247.557078,296.205479,219.000000,58.000000,19.991896,14.623996,2238.642411,841.266823,35886.534551,58.000000,163.865455,618.733354,247.491811,295.715221,4.645886,3.629475,0.057676
sample01-tr.png,82,121.937500,92.299632,544.000000,77.000000,29.083585,23.849386,8661.656305,2053.464804,104724.490237,77.000000,192.508254,1360.058315,121.620589,92.074071,7.255919,5.778126,0.060444
sample01-tr.png,83,484.325967,448.287293,362.000000,63.000000,24.177507,19.183524,4658.723496,1361.326160,74380.388393,63.000000,205.470686,1180.641086,484.327086,448.254510,5.832872,4.563895,0.057396
sample01-tr.png,84,361.871212,37.810606,264.000000,57.000000,19.172632,17.726747,3154.557446,1041.305859,50102.265324,57.000000,189.781308,878.987111,361.649849,37.653912,4.637416,4.241528,0.057875
sample01-tr.png,85,143.287206,354.746736,383.000000,64.000000,23.101487,21.152098,5411.846469,1492.699623,70496.124987,64.000000,184.062990,1101.501953,143.292520,354.058421,5.529567,5.186361,0.058690
sample01-tr.png,86,280.188841,245.351931,233.000000,53.000000,19.192034,15.829491,2517.987341,900.788970,42425.281454,53.000000,182.082753,800.477009,280.427752,245.176495,4.578607,3.855168,0.058102
sample01-tr.png,87,414.150094,15.088180,533.000000,78.000000,27.985348,24.441944,8753.884434,2060.633987,99469.192272,78.000000,186.621374,1275.246055,414.433963,15.499175,6.581787,5.925650,0.057018
sample01-tr.png,88,67.587629,427.092784,291.000000,55.000000,20.342715,18.278560,3558.701181,1129.483640,49130.165333,55.000000,168.832183,893.275733,67.567388,426.898539,4.779400,4.456695,0.057284
sample01-tr.png,89,364.450082,191.101473,611.000000,82.000000,28.831724,27.028204,11028.174060,2397.757669,117409.861471,82.000000,192.160166,1431.827579,364.146468,190.701774,7.126818,6.521725,0.059644
sample01-tr.png,90,269.192182,224.275244,614.000000,83.000000,30.375326,25.809481,10594.442628,2343.480847,117337.297494,83.000000,191.103090,1413.702379,269.406087,224.256543,7.495249,6.258172,0.059832
sample01-tr.png,91,495.740944,308.896817,911.000000,95.000000,35.956382,32.287639,19626.695691,3525.823058,167225.318549,95.000000,183.562369,1760.266511,496.244230,308.486782,8.656114,7.968719,0.059415
sample01-tr.png,92,462.382883,260.433934,666.000000,86.000000,30.334323,28.099709,12541.126808,2613.093217,115990.380658,86.000000,174.159731,1348.725356,462.686414,259.979533,7.344916,6.587382,0.056763
sample01-tr.png,93,325.919094,251.427184,309.000000,60.000000,22.278131,17.913858,3743.308641,1175.401491,57350.486777,60.000000,185.600281,955.841446,326.363709,251.529331,5.460131,4.368788,0.059772
sample01-tr.png,94,427.337808,365.659955,894.000000,101.000000,36.429525,31.345751,18741.721726,3425.497292,167771.818857,101.000000,187.664227,1661.107117,427.740753,365.288623,9.005057,7.619977,0.060091
sample01-tr.png,95,446.420238,210.976190,840.000000,95.000000,35.995970,29.763325,16696.113456,3178.784346,159532.557444,95.000000,189.919711,1679.290078,446.118085,210.686382,8.927944,7.215064,0.060125
sample01-tr.png,96,234.050847,57.618644,590.000000,78.000000,28.971450,25.982955,10241.083825,2285.317914,110033.846520,78.000000,186.498045,1410.690340,234.198343,57.108213,6.962686,6.335629,0.058601
sample01-tr.png,97,371.574627,285.369403,268.000000,57.000000,21.364063,16.168604,2924.337778,1002.001766,44818.793813,57.000000,167.234305,786.294628,371.406189,285.243443,5.023343,3.821766,0.055578
sample01-tr.png,98,273.770758,90.077617,554.000000,79.000000,29.563261,23.911854,8850.696622,2085.211985,105538.933531,79.000000,190.503490,1335.935867,273.755274,90.242936,7.115326,5.954996,0.059939
sample01-tr.png,99,500.168750,61.487500,320.000000,61.000000,21.093715,19.554975,4223.439107,1264.830745,68556.330171,61.000000,214.238532,1123.874265,500.076852,61.632506,5.125932,4.711065,0.058544
sample01-tr.png,100,54.858300,249.133603,247.000000,52.000000,20.077442,15.713464,2595.678244,922.762933,39354.594140,52.000000,159.330341,756.819118,55.043905,249.162381,4.862765,3.759578,0.057948
sample01-tr.png,101,219.104809,108.316893,811.000000,95.000000,35.028542,29.526522,15989.882890,3084.866411,155786.444183,95.000000,192.091793,1639.857307,219.213967,108.084876,8.668466,7.307155,0.061243
sample01-tr.png,102,387.666667,77.472574,711.000000,88.000000,31.996815,28.337636,13453.416902,2742.551663,131102.336410,88.000000,184.391472,1489.799277,387.969353,76.514364,7.784141,6.870137,0.058980
sample01-tr.png,103,424.161243,333.971893,676.000000,87.000000,29.421730,29.331275,13253.443163,2708.345106,131162.948787,87.000000,194.028031,1507.620101,424.415289,333.586512,7.326322,7.149735,0.060698
sample01-tr.png,104,125.480076,119.309298,527.000000,78.000000,26.533595,25.434118,8987.275750,2091.093739,98226.319093,78.000000,186.387702,1259.311783,125.282876,118.749439,6.451243,6.251222,0.059758
sample01-tr.png,105,481.391941,470.318681,273.000000,66.000000,22.640904,16.508264,3230.689334,1074.692099,37971.894867,66.000000,139.091190,575.331740,481.091222,471.108707,5.725905,3.727529,0.057104
sample01-tr.png,106,248.643545,38.335260,519.000000,78.000000,27.692075,24.227560,8510.860646,2022.156251,93952.845569,78.000000,181.026677,1204.523661,248.866217,37.576895,6.660090,5.849246,0.058065
sample01-tr.png,107,361.687225,65.563877,908.000000,101.000000,36.676911,31.736972,19342.933302,3497.373904,173397.665582,101.000000,190.966592,1716.808570,361.984230,65.214396,9.002008,7.847009,0.060686
sample01-tr.png,108,425.963585,396.879552,357.000000,76.000000,26.979738,18.738883,4960.480356,1437.958633,73778.749829,76.000000,206.663165,970.773024,425.814661,396.770541,6.524145,4.593686,0.059279
sample01-tr.png,109,115.352041,18.966837,784.000000,93.000000,33.804826,29.564329,15470.821825,3011.957848,145682.438532,93.000000,185.819437,1566.477834,115.315468,18.287968,8.418925,7.093389,0.059754
sample01-tr.png,110,432.333333,298.129477,363.000000,63.000000,23.587506,19.758238,4821.443349,1387.666474,76232.353147,63.000000,210.006482,1210.037352,432.342453,298.166883,5.789570,4.783953,0.059430
sample01-tr.png,111,260.402367,56.653846,338.000000,62.000000,23.968123,18.138298,4128.817689,1261.061689,71092.256373,62.000000,210.332119,1146.649296,260.428966,56.560744,5.853377,4.461677,0.060072
sample01-tr.png,112,207.064777,212.356275,247.000000,53.000000,19.211524,16.379898,2698.875474,941.562949,51284.396110,53.000000,207.629134,967.630115,207.116176,212.200807,4.573357,3.992534,0.058024
